station,ax,ay,az,bx,by,bz
2.200000000000000000e+01,4.040679832586894804e+01,6.237743690922529893e+00,6.126582278481012445e+00,5.064062661695084699e+01,1.524454570586387625e+01,1.212658227848101333e+01
2.300000000000000000e+01,4.073443361539987251e+01,6.578991581847011716e+00,6.405063291139240889e+00,5.079293276949854885e+01,1.602967054818801529e+01,1.240506329113924089e+01
2.400000000000000000e+01,4.104914590886400561e+01,6.923395381813061356e+00,6.683544303797468444e+00,5.092351394971370127e+01,1.681830090858764848e+01,1.268354430379746844e+01
2.500000000000000000e+01,4.135091977341664915e+01,7.270721291411341269e+00,6.962025316455696888e+00,5.103234947528988386e+01,1.760986859065064891e+01,1.296202531645569778e+01
2.600000000000000000e+01,4.163974289448223942e+01,7.620735542354641900e+00,7.240506329113923556e+00,5.111943163787374544e+01,1.840380610768047021e+01,1.324050632911392356e+01
2.700000000000000000e+01,4.191560607388962723e+01,7.973204432963895805e+00,7.518987341772152000e+00,5.118476567158359103e+01,1.919954694973262121e+01,1.351898734177215289e+01
2.800000000000000000e+01,4.217850322764079607e+01,8.327894363624741558e+00,7.797468354430379556e+00,5.122836971642434634e+01,1.999652584981451042e+01,1.379746835443037867e+01
2.900000000000000000e+01,4.242843138331327424e+01,8.684571872211067856e+00,8.075949367088608000e+00,5.125027477661710407e+01,2.079417904915639070e+01,1.407594936708860800e+01
3.000000000000000000e+01,4.266539067709685895e+01,9.043003669472017947e+00,8.354430379746835555e+00,5.125052467386338861e+01,2.159194456146120089e+01,1.435443037974683556e+01
3.100000000000000000e+01,4.288938435046478759e+01,9.402956674378899038e+00,8.632911392405063111e+00,5.122917599556576107e+01,2.238926243604178978e+01,1.463291139240506311e+01
3.200000000000000000e+01,4.310041874648000260e+01,9.764198049428442161e+00,8.911392405063290667e+00,5.118629803802787848e+01,2.318557501975412904e+01,1.491139240506329067e+01
3.300000000000000000e+01,4.329850330573690087e+01,1.012649523589892020e+01,9.189873417721518223e+00,5.112197274465895447e+01,2.398032721763586039e+01,1.518987341772151822e+01
3.400000000000000000e+01,4.348365056193923550e+01,1.048961598905557935e+01,9.468354430379747555e+00,5.103629463920893272e+01,2.477296675215984223e+01,1.546835443037974755e+01
3.500000000000000000e+01,4.365587613711440440e+01,1.085332841330183129e+01,9.746835443037973334e+00,5.092937075406227621e+01,2.556294442101273745e+01,1.574683544303797333e+01
3.600000000000000000e+01,4.381519873646519159e+01,1.121740099727277062e+01,1.002531645569620267e+01,5.080132055361993793e+01,2.634971435330962919e+01,1.602531645569620267e+01
3.700000000000000000e+01,4.396164014285905353e+01,1.158160264886740798e+01,1.030379746835443022e+01,5.065227585280060651e+01,2.713273426415559797e+01,1.630379746835443200e+01
3.800000000000000000e+01,4.409522521095603764e+01,1.194570273021618334e+01,1.058227848101265778e+01,5.048238073069370557e+01,2.791146570746635902e+01,1.658227848101265778e+01
3.900000000000000000e+01,4.421598186097571670e+01,1.230947109258025662e+01,1.086075949367088533e+01,5.029179143939833807e+01,2.868537432696032141e+01,1.686075949367088356e+01
4.000000000000000000e+01,4.432394107210401302e+01,1.267267811117905651e+01,1.113924050632911467e+01,5.008067630808388060e+01,2.945393010523509858e+01,1.713924050632911644e+01
4.100000000000000000e+01,4.441913687554063017e+01,1.303509471994260238e+01,1.141772151898734222e+01,4.984921564230926805e+01,3.021660761084222457e+01,1.741772151898734222e+01
4.200000000000000000e+01,4.450160634718783825e+01,1.339649244618519575e+01,1.169620253164556800e+01,4.959760161863970751e+01,3.097288624327461193e+01,1.769620253164556800e+01
