station,ax,ay,az,bx,by,bz
1.700000000000000000e+01,3.346779817567394844e+01,2.087246343737805176e+01,4.303797468354430222e+00,4.114799048962130001e+01,3.087440743934639542e+01,1.030379746835443022e+01
1.800000000000000000e+01,3.335698905047944862e+01,2.142620993084252490e+01,4.556962025316455112e+00,4.073288725354257167e+01,3.175053948188291031e+01,1.055696202531645511e+01
1.900000000000000000e+01,3.329913305234877896e+01,2.188695758787046231e+01,4.810126582278480889e+00,4.039117506890153919e+01,3.250813100478649176e+01,1.081012658227848178e+01
2.000000000000000000e+01,3.329859370524783202e+01,2.225436707381132706e+01,5.063291139240506666e+00,4.013001109498645746e+01,3.314891545726331401e+01,1.106329113924050667e+01
2.100000000000000000e+01,3.335858270220703758e+01,2.252825374834626615e+01,5.316455696202531556e+00,3.995500042602056823e+01,3.367478503529976308e+01,1.131645569620253156e+01
2.200000000000000000e+01,3.348112099231039451e+01,2.270854227663691205e+01,5.569620253164556445e+00,3.987015942966912263e+01,3.408768767671194411e+01,1.156962025316455644e+01
2.300000000000000000e+01,3.366702105548827006e+01,2.279524478915343266e+01,5.822784810126582222e+00,3.987790535756912647e+01,3.438955690897029882e+01,1.182278481012658133e+01
2.400000000000000000e+01,3.391589004941308616e+01,2.278846349703589880e+01,6.075949367088608000e+00,3.997907030775323278e+01,3.458227626365044216e+01,1.207594936708860800e+01
2.500000000000000000e+01,3.422615368821924164e+01,2.268841737310965812e+01,6.329113924050632889e+00,4.017293801636240147e+01,3.466767828484198333e+01,1.232911392405063289e+01
2.600000000000000000e+01,3.459510086368551640e+01,2.249549124466457073e+01,6.582278481012657778e+00,4.045730238707094628e+01,3.464757654589858049e+01,1.258227848101265778e+01
2.700000000000000000e+01,3.501894908527039263e+01,2.221030445822018606e+01,6.835443037974683556e+00,4.082854704313759697e+01,3.452382759543051804e+01,1.283544303797468444e+01
2.800000000000000000e+01,3.549293074538197601e+01,2.183379521426062198e+01,7.088607594936709333e+00,4.128174543217369319e+01,3.429841842200222857e+01,1.308860759493670933e+01
2.900000000000000000e+01,3.601139997514006552e+01,2.136731577693610973e+01,7.341772151898734222e+00,4.181078106850558385e+01,3.397357389852841436e+01,1.334177215189873422e+01
3.000000000000000000e+01,3.656795942753314677e+01,2.081273308453489790e+01,7.594936708860759111e+00,4.240848732599819471e+01,3.355187778161724310e+01,1.359493670886075911e+01
3.100000000000000000e+01,3.715560571485344354e+01,2.017252886229319486e+01,7.848101265822784001e+00,4.306680578485720901e+01,3.303640023566261874e+01,1.384810126582278400e+01
3.200000000000000000e+01,3.776689146346070203e+01,1.944989320422335766e+01,8.101265822784810666e+00,4.377696150572951694e+01,3.243082455923467222e+01,1.410126582278481067e+01
3.300000000000000000e+01,3.839410107995814769e+01,1.864880576863296113e+01,8.354430379746835555e+00,4.452965279583245461e+01,3.173956583679101939e+01,1.435443037974683556e+01
3.400000000000000000e+01,3.902943641471743064e+01,1.777409923130877445e+01,8.607594936708860445e+00,4.531525210995000208e+01,3.096787463374528571e+01,1.460759493670886044e+01
3.500000000000000000e+01,3.966520763910311587e+01,1.683150045056213884e+01,8.860759493670885334e+00,4.612401377616473752e+01,3.012191959230162297e+01,1.486075949367088533e+01
3.600000000000000000e+01,4.029402390418714219e+01,1.582764588780346138e+01,9.113924050632910223e+00,4.694628334418830207e+01,2.920884384360747532e+01,1.511392405063291022e+01
3.700000000000000000e+01,4.090897780039987452e+01,1.477006914244752345e+01,9.367088607594936889e+00,4.777270261640756388e+01,2.823679148091012436e+01,1.536708860759493689e+01
3.800000000000000000e+01,4.150381735719079046e+01,1.366715992690276948e+01,9.620253164556961778e+00,4.859440392378115803e+01,2.721490186898501662e+01,1.562025316455696178e+01
3.900000000000000000e+01,4.207309935827051106e+01,1.252809533611945625e+01,9.873417721518986667e+00,4.940318701960750047e+01,2.615327120879241463e+01,1.587341772151898667e+01
4.000000000000000000e+01,4.261231812564675181e+01,1.136274575666485731e+01,1.012658227848101333e+01,5.019167212942900136e+01,2.506288243140966188e+01,1.612658227848101333e+01
4.100000000000000000e+01,4.311800464070153538e+01,1.018155911053946916e+01,1.037974683544303822e+01,5.095342323183018607e+01,2.395550605425531288e+01,1.637974683544303645e+01
4.200000000000000000e+01,4.358779189073514004e+01,8.995428243662876966e+00,1.063291139240506311e+01,5.168303653883883442e+01,2.284357599099036662e+01,1.663291139240506311e+01
4.300000000000000000e+01,4.402044359653881855e+01,7.815547068231233574e+00,1.088607594936708978e+01,5.237619035267310608e+01,2.174004537208223553e+01,1.688607594936708978e+01
4.400000000000000000e+01,4.441584491194599593e+01,6.653261494901413720e+00,1.113924050632911289e+01,5.302965392895484342e+01,2.065822813453223716e+01,1.713924050632911289e+01
4.500000000000000000e+01,4.477495519834383231e+01,5.519921216156704169e+00,1.139240506329113956e+01,5.364125458797309420e+01,1.961163243306686255e+01,1.739240506329113956e+01
4.600000000000000000e+01,4.509972447026788700e+01,4.426738028368824018e+00,1.164556962025316444e+01,5.420980398801286526e+01,1.861379179952252727e+01,1.764556962025316267e+01
4.700000000000000000e+01,4.539297649219198405e+01,3.384655639754175827e+00,1.189873417721518933e+01,5.473498611057488716e+01,1.767809945379082137e+01,1.789873417721518933e+01
4.800000000000000000e+01,4.565826270484397043e+01,2.404234864839255970e+00,1.215189873417721600e+01,5.521721101743188598e+01,1.681765030146768325e+01,1.815189873417721600e+01
4.900000000000000000e+01,4.589969211538246441e+01,1.495556835197456635e+00,1.240506329113923911e+01,5.565743975085262463e+01,1.604509401980219607e+01,1.840506329113923911e+01
5.000000000000000000e+01,4.612174296729349265e+01,6.681454575099606830e-01,1.265822784810126578e+01,5.605698680912829701e+01,1.537250133381808048e+01,1.865822784810126578e+01
5.100000000000000000e+01,4.632906240591498914e+01,-6.909107392929166036e-02,1.291139240506329067e+01,5.641730741143258854e+01,1.481124422892254699e+01,1.891139240506328889e+01
5.200000000000000000e+01,4.652626049055334789e+01,-7.079012515422793417e-01,1.316455696202531556e+01,5.673977726358623386e+01,1.437188954752535075e+01,1.916455696202531556e+01
5.300000000000000000e+01,4.671770480985811247e+01,-1.240716438084327855e+00,1.341772151898734222e+01,5.702547276354370354e+01,1.406410428145582792e+01,1.941772151898734222e+01
5.400000000000000000e+01,4.690732168206724850e+01,-1.660665919070660523e+00,1.367088607594936711e+01,5.727495957049804076e+01,1.389656999175485197e+01,1.967088607594936889e+01
5.500000000000000000e+01,4.709840952024986649e+01,-1.961585118310365861e+00,1.392405063291139200e+01,5.748809723987352527e+01,1.387690323538664927e+01,1.992405063291139200e+01
5.600000000000000000e+01,4.729346946741875968e+01,-2.138021565986675920e+00,1.417721518987341867e+01,5.766386723393583225e+01,1.401157870316140119e+01,2.017721518987341867e+01
5.700000000000000000e+01,4.749405790169135599e+01,-2.185243148199396135e+00,1.443037974683544178e+01,5.780023108408520471e+01,1.430585199670242247e+01,2.043037974683544178e+01
5.800000000000000000e+01,4.770066490830158301e+01,-2.099252755261471037e+00,1.468354430379746844e+01,5.789402482508769765e+01,1.476367958909932376e+01,2.068354430379746844e+01
5.900000000000000000e+01,4.791262232711845570e+01,-1.876812706946225262e+00,1.493670886075949333e+01,5.794089504909400290e+01,1.538763449119134741e+01,2.093670886075949511e+01
6.000000000000000000e+01,4.812804450748331675e+01,-1.515481307097739760e+00,1.518987341772151822e+01,5.793528103037227339e+01,1.617881742459865890e+01,2.118987341772151822e+01
6.100000000000000000e+01,4.834380441623867597e+01,-1.013662623482682656e+00,1.544303797468354489e+01,5.787044633146585682e+01,1.713676480146232706e+01,2.144303797468354489e+01
6.200000000000000000e+01,4.855554721650233319e+01,-3.706691706036970846e-01,1.569620253164556800e+01,5.773856209342152113e+01,1.825935642676726189e+01,2.169620253164556800e+01
6.300000000000000000e+01,4.875774282332944409e+01,4.132043262666036942e-01,1.594936708860759467e+01,5.753084281348021989e+01,1.954272745327724436e+01,2.194936708860759467e+01
6.400000000000000000e+01,4.894377820658821321e+01,1.336599399053125969e+00,1.620253164556962133e+01,5.723773380921585385e+01,2.098119060181127082e+01,2.220253164556962133e+01
6.500000000000000000e+01,4.910608931674943278e+01,2.397009238125574093e+00,1.645569620253164445e+01,5.684914776227299882e+01,2.256717587701417926e+01,2.245569620253164445e+01
6.600000000000000000e+01,4.923633143580156002e+01,3.590696914810413087e+00,1.670886075949367111e+01,5.635474575635526406e+01,2.429119583118473358e+01,2.270886075949367111e+01
6.700000000000000000e+01,4.932558550396466757e+01,4.912623202934689459e+00,1.696202531645569422e+01,5.574425613197171714e+01,2.614184474003364400e+01,2.296202531645569422e+01
6.800000000000000000e+01,4.936459656971253906e+01,6.356391282810817778e+00,1.721518987341772089e+01,5.500782236596438679e+01,2.810583976249058580e+01,2.321518987341772089e+01
6.900000000000000000e+01,4.934403901008347049e+01,7.914215660737951019e+00,1.746835443037974755e+01,5.413636916859726256e+01,3.016811120468021912e+01,2.346835443037974755e+01
7.000000000000000000e+01,4.925480165155192225e+01,9.576922181846386550e+00,1.772151898734177067e+01,5.312197422037056782e+01,3.231194738325299909e+01,2.372151898734177067e+01
7.100000000000000000e+01,4.908828449259979720e+01,1.133398503514626121e+01,1.797468354430379733e+01,5.195823160303841348e+01,3.451919732466249258e+01,2.397468354430379733e+01
7.200000000000000000e+01,4.883669750613286453e+01,1.317360516431214812e+01,1.822784810126582045e+01,5.064059217115175215e+01,3.677053173983351542e+01,2.422784810126582045e+01
7.300000000000000000e+01,4.849335110572271645e+01,1.508283256321952948e+01,1.848101265822784711e+01,4.916666599964957385e+01,3.904575952789100057e+01,2.448101265822784711e+01
7.400000000000000000e+01,4.805292740842438803e+01,1.704773264897482576e+01,1.873417721518987378e+01,4.753647273092681047e+01,4.132419368631072132e+01,2.473417721518987378e+01
7.500000000000000000e+01,4.751172151074824512e+01,1.905359440125284110e+01,1.898734177215189689e+01,4.575262718013730989e+01,4.358505717173063942e+01,2.498734177215189689e+01
7.600000000000000000e+01,4.686784267084878053e+01,2.108517539813123065e+01,1.924050632911392356e+01,4.382044992403475447e+01,4.580791621721667184e+01,2.524050632911392356e+01
7.700000000000000000e+01,4.612136657219420499e+01,2.312697644536859798e+01,1.949367088607595022e+01,4.174799570882999689e+01,4.797312611556097295e+01,2.549367088607595022e+01
7.800000000000000000e+01,4.527443169443763082e+01,2.516353637058825399e+01,1.974683544303797333e+01,3.954599620834832763e+01,5.006227274429163288e+01,2.574683544303797333e+01
7.900000000000000000e+01,4.433127514709430272e+01,2.717973590439427412e+01,2.000000000000000000e+01,3.722771772568854942e+01,5.205859230651991965e+01,2.600000000000000000e+01
