station,ax,ay,az,bx,by,bz
2.700000000000000000e+01,2.764160745107059824e+01,4.465594867530914946e+00,2.105084745762711762e+01,5.545291395674371415e+01,1.699924509223800939e+01,3.105084745762711762e+01
2.800000000000000000e+01,2.761463042244299970e+01,4.629490968981947674e+00,2.183050847457627341e+01,5.526227271246452233e+01,1.760912305179331128e+01,3.183050847457627341e+01
2.900000000000000000e+01,2.758668160918270829e+01,4.793224154322497377e+00,2.261016949152542566e+01,5.506492417888137680e+01,1.821686375790425672e+01,3.261016949152542566e+01
3.000000000000000000e+01,2.755776199483455002e+01,4.956788661628864112e+00,2.338983050847457434e+01,5.486089230856883603e+01,1.882239344790171032e+01,3.338983050847457434e+01
3.100000000000000000e+01,2.752787259710676793e+01,5.120178734913296559e+00,2.416949152542373014e+01,5.465020186527102908e+01,1.942563862747186576e+01,3.416949152542373014e+01
3.200000000000000000e+01,2.749701446783517866e+01,5.283388624326526006e+00,2.494915254237288238e+01,5.443287842089602435e+01,2.002652607957636377e+01,3.494915254237288593e+01
3.300000000000000000e+01,2.746518869294616749e+01,5.446412586360134256e+00,2.572881355932203107e+01,5.420894835241207943e+01,2.062498287333881208e+01,3.572881355932203462e+01
3.400000000000000000e+01,2.743239639241847172e+01,5.609244884048655067e+00,2.650847457627118686e+01,5.397843883864627657e+01,2.122093637289654211e+01,3.650847457627118331e+01
3.500000000000000000e+01,2.739863872024377400e+01,5.771879787171467768e+00,2.728813559322033910e+01,5.374137785698570724e+01,2.181431424621655424e+01,3.728813559322033910e+01
3.600000000000000000e+01,2.736391686438608417e+01,5.934311572454457284e+00,2.806779661016949490e+01,5.349779417998185949e+01,2.240504447387461084e+01,3.806779661016949490e+01
3.700000000000000000e+01,2.732823204673993089e+01,6.096534523771408587e+00,2.884745762711864359e+01,5.324771737185841403e+01,2.299305535779636145e+01,3.884745762711864359e+01
3.800000000000000000e+01,2.729158552308737384e+01,6.258542932345172893e+00,2.962711864406779583e+01,5.299117778492296793e+01,2.357827552995949105e+01,3.962711864406779227e+01
3.900000000000000000e+01,2.725397858305380083e+01,6.420331096948560301e+00,3.040677966101694807e+01,5.272820655588314054e+01,2.416063396105578676e+01,4.040677966101694807e+01
4.000000000000000000e+01,2.721541255006255611e+01,6.581893324104969523e+00,3.118644067796610031e+01,5.245883560206743113e+01,2.474005996911209238e+01,4.118644067796610386e+01
4.100000000000000000e+01,2.717588878128835006e+01,6.743223928288752944e+00,3.196610169491525610e+01,5.218309761755135412e+01,2.531648322806914564e+01,4.196610169491525255e+01
4.200000000000000000e+01,2.713540866760951786e+01,6.904317232125287696e+00,3.274576271186440835e+01,5.190102606918929951e+01,2.588983377631714689e+01,4.274576271186440835e+01
4.300000000000000000e+01,2.709397363355906307e+01,7.065167566590774051e+00,3.352542372881355703e+01,5.161265519255260870e+01,2.646004202518718529e+01,4.352542372881355703e+01
4.400000000000000000e+01,2.705158513727452885e+01,7.225769271211731848e+00,3.430508474576271283e+01,5.131801998777429930e+01,2.702703876739731825e+01,4.430508474576271283e+01
4.500000000000000000e+01,2.700824467044668609e+01,7.386116694264194926e+00,3.508474576271186152e+01,5.101715621530107825e+01,2.759075518545237315e+01,4.508474576271186152e+01
4.600000000000000000e+01,2.696395375826703145e+01,7.546204192972606251e+00,3.586440677966101731e+01,5.071010039155296312e+01,2.815112285999653707e+01,4.586440677966101731e+01
4.700000000000000000e+01,2.691871395937412359e+01,7.706026133708385295e+00,3.664406779661016600e+01,5.039688978449131440e+01,2.870807377811744487e+01,4.664406779661016600e+01
4.800000000000000000e+01,2.687252686579874350e+01,7.865576892188187230e+00,3.742372881355932179e+01,5.007756240909544942e+01,2.926154034160112971e+01,4.742372881355932179e+01
4.900000000000000000e+01,2.682539410290783621e+01,8.024850853671823714e+00,3.820338983050847759e+01,4.975215702274872598e+01,2.981145537513648591e+01,4.820338983050847759e+01
5.000000000000000000e+01,2.677731732934734765e+01,8.183842413159851503e+00,3.898305084745762628e+01,4.942071312053452203e+01,3.035775213446850884e+01,4.898305084745762628e+01
5.100000000000000000e+01,2.672829823698384288e+01,8.342545975590816454e+00,3.976271186440678207e+01,4.908327093044256628e+01,3.090036431449914289e+01,4.976271186440678207e+01
5.200000000000000000e+01,2.667833855084494488e+01,8.500955956038147576e+00,4.054237288135593076e+01,4.873987140848645794e+01,3.143922605733487785e+01,5.054237288135593076e+01
5.300000000000000000e+01,2.662744002905867546e+01,8.659066779906703815e+00,4.132203389830508655e+01,4.839055623373271686e+01,3.197427196028005625e+01,5.132203389830508655e+01
5.400000000000000000e+01,2.657560446279153865e+01,8.816872883128940686e+00,4.210169491525423524e+01,4.803536780324213140e+01,3.250543708377490759e+01,5.210169491525423524e+01
5.500000000000000000e+01,2.652283367618552745e+01,8.974368712360712763e+00,4.288135593220339103e+01,4.767434922692395105e+01,3.303265695927736800e+01,5.288135593220339103e+01
5.600000000000000000e+01,2.646912952629389792e+01,9.131548725176717340e+00,4.366101694915254683e+01,4.730754432230349948e+01,3.355586759708783973e+01,5.366101694915254683e+01
5.700000000000000000e+01,2.641449390301583833e+01,9.288407390265513541e+00,4.444067796610169552e+01,4.693499760920404640e+01,3.407500549411563640e+01,5.444067796610169552e+01
5.800000000000000000e+01,2.635892872902995876e+01,9.444939187624196819e+00,4.522033898305085131e+01,4.655675430434325790e+01,3.459000764158654562e+01,5.522033898305085131e+01
5.900000000000000000e+01,2.630243595972660842e+01,9.601138608752638248e+00,4.600000000000000000e+01,4.617286031584524153e+01,3.510081153269028675e+01,5.600000000000000000e+01
