station,ax,ay,az,bx,by,bz
3.900000000000000000e+01,2.973821557245512182e+01,3.954558706883457120e+00,1.322033898305084776e+01,5.353460078814139678e+01,1.261136465472038815e+01,2.122033898305084776e+01
4.000000000000000000e+01,2.972463945435266908e+01,4.055343303438149860e+00,1.355932203389830448e+01,5.345884608048002207e+01,1.292871902949190499e+01,2.155932203389830448e+01
4.100000000000000000e+01,2.971072177220551325e+01,4.156081300286779801e+00,1.389830508474576298e+01,5.338121010610211670e+01,1.324561843056719290e+01,2.189830508474576476e+01
4.200000000000000000e+01,2.969646268594089378e+01,4.256771539855082054e+00,1.423728813559321971e+01,5.330169559709012361e+01,1.356205170596038911e+01,2.223728813559321793e+01
4.300000000000000000e+01,2.968186235940911999e+01,4.357412865117567868e+00,1.457627118644067643e+01,5.322030535163387555e+01,1.387800772008902150e+01,2.257627118644067821e+01
4.400000000000000000e+01,2.966692096038166682e+01,4.458004119610820659e+00,1.491525423728813493e+01,5.313704223393210668e+01,1.419347535416590311e+01,2.291525423728813493e+01
4.500000000000000000e+01,2.965163866054924924e+01,4.558544147446781380e+00,1.525423728813559165e+01,5.305190917409170481e+01,1.450844350659038540e+01,2.325423728813559165e+01
4.600000000000000000e+01,2.963601563551985407e+01,4.659031793326038340e+00,1.559322033898305193e+01,5.296490916802452631e+01,1.482290109333904837e+01,2.359322033898305193e+01
4.700000000000000000e+01,2.962005206481672204e+01,4.759465902551093031e+00,1.593220338983050866e+01,5.287604527734202975e+01,1.513683704835575661e+01,2.393220338983050866e+01
4.800000000000000000e+01,2.960374813187629428e+01,4.859845321039634847e+00,1.627118644067796538e+01,5.278532062924752921e+01,1.545024032394108282e+01,2.427118644067796538e+01
4.900000000000000000e+01,2.958710402404607365e+01,4.960168895337801587e+00,1.661016949152542566e+01,5.269273841642610989e+01,1.576309989114108490e+01,2.461016949152542566e+01
5.000000000000000000e+01,2.957011993258250726e+01,5.060435472633433740e+00,1.694915254237287883e+01,5.259830189693229130e+01,1.607540474013542209e+01,2.494915254237287883e+01
5.100000000000000000e+01,2.955279605264876608e+01,5.160643900769321668e+00,1.728813559322033910e+01,5.250201439407540249e+01,1.638714388062482286e+01,2.528813559322033910e+01
5.200000000000000000e+01,2.953513258331251379e+01,5.260793028256439463e+00,1.762711864406779583e+01,5.240387929630256991e+01,1.669830634221779420e+01,2.562711864406779583e+01
5.300000000000000000e+01,2.951712972754361530e+01,5.360881704287188576e+00,1.796610169491525610e+01,5.230390005707953804e+01,1.700888117481674300e+01,2.596610169491525610e+01
5.400000000000000000e+01,2.949878769221179908e+01,5.460908778748607695e+00,1.830508474576271283e+01,5.220208019476909556e+01,1.731885744900327850e+01,2.630508474576271283e+01
5.500000000000000000e+01,2.948010668808429813e+01,5.560873102235600385e+00,1.864406779661016955e+01,5.209842329250728454e+01,1.762822425642283264e+01,2.664406779661016955e+01
5.600000000000000000e+01,2.946108692982340216e+01,5.660773526064136085e+00,1.898305084745762628e+01,5.199293299807730051e+01,1.793697071016855205e+01,2.698305084745762628e+01
5.700000000000000000e+01,2.944172863598401335e+01,5.760608902284451105e+00,1.932203389830508300e+01,5.188561302378111151e+01,1.824508594516440141e+01,2.732203389830508300e+01
5.800000000000000000e+01,2.942203202901112036e+01,5.860378083694238960e+00,1.966101694915254328e+01,5.177646714630884617e+01,1.855255911854752782e+01,2.766101694915254328e+01
5.900000000000000000e+01,2.940199733523724746e+01,5.960079923851836270e+00,2.000000000000000000e+01,5.166549920660583695e+01,1.885937941004982221e+01,2.800000000000000000e+01
