station,ax,ay,az,bx,by,bz
2.100000000000000000e+01,2.579851056723182268e+01,3.230611786090670456e+00,7.118644067796609853e+00,4.672110614237794834e+01,1.100628188048324674e+01,1.511864406779660897e+01
2.200000000000000000e+01,2.577889209660741443e+01,3.383596056191067181e+00,7.457627118644067465e+00,4.659701763172151345e+01,1.152032759208845647e+01,1.545762711864406747e+01
2.300000000000000000e+01,2.575836644269631037e+01,3.536461254386448427e+00,7.796610169491525966e+00,4.646727355058964548e+01,1.203297505917269206e+01,1.579661016949152597e+01
2.400000000000000000e+01,2.573693432781544033e+01,3.689202001207737780e+00,8.135593220338982690e+00,4.633188964627331075e+01,1.254416206071782369e+01,1.613559322033898269e+01
2.500000000000000000e+01,2.571459650618093917e+01,3.841812921565413763e+00,8.474576271186439413e+00,4.619088235057974856e+01,1.305382655296524774e+01,1.647457627118643941e+01
2.600000000000000000e+01,2.569135376388161163e+01,3.994288644938673638e+00,8.813559322033897914e+00,4.604426877783814120e+01,1.356190667694627905e+01,1.681355932203389614e+01
2.700000000000000000e+01,2.566720691885126726e+01,4.146623805564421339e+00,9.152542372881356414e+00,4.589206672282238486e+01,1.406834076599007766e+01,1.715254237288135641e+01
2.800000000000000000e+01,2.564215682083992931e+01,4.298813042626094649e+00,9.491525423728813138e+00,4.573429465859133103e+01,1.457306735320825553e+01,1.749152542372881314e+01
2.900000000000000000e+01,2.561620435138394214e+01,4.450851000442318295e+00,9.830508474576271638e+00,4.557097173424665471e+01,1.507602517895524485e+01,1.783050847457626986e+01
3.000000000000000000e+01,2.558935042377493829e+01,4.602732328655374516e+00,1.016949152542372836e+01,4.540211777260869042e+01,1.557715319826348477e+01,1.816949152542373014e+01
3.100000000000000000e+01,2.556159598302771485e+01,4.754451682419489345e+00,1.050847457627118686e+01,4.522775326781050609e+01,1.607639058825257905e+01,1.850847457627118686e+01
3.200000000000000000e+01,2.553294200584695162e+01,4.906003722588917704e+00,1.084745762711864359e+01,4.504789938281049899e+01,1.657367675551147457e+01,1.884745762711864359e+01
3.300000000000000000e+01,2.550338950059286702e+01,5.057383115905839333e+00,1.118644067796610031e+01,4.486257794682379085e+01,1.706895134345280951e+01,1.918644067796610031e+01
3.400000000000000000e+01,2.547293950724572653e+01,5.208584535188036213e+00,1.152542372881356059e+01,4.467181145267278453e+01,1.756215423963851663e+01,1.952542372881356059e+01
3.500000000000000000e+01,2.544159309736922125e+01,5.359602659516363055e+00,1.186440677966101731e+01,4.447562305405713801e+01,1.805322558307576841e+01,1.986440677966101731e+01
